source_id,source_label,theme,group_id,feature_label,profile_type,value_type,column_count,non_missing_count,missing_percent,mean,sd,median,q1,q3,min,max,zero_percent,skewness,extreme_z_percent,observed_levels,summary_basis,unique_overflow
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_precentral_gyrus_right__25795,Volume of grey matter in Precentral Gyrus (right),numeric_summary,continuous numeric,2,41194,95.9%,1.356e+04,1737,1.345e+04,1.236e+04,1.469e+04,7029,3.257e+04,0.0%,0.438,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_precuneous_cortex_left__25842,Volume of grey matter in Precuneous Cortex (left),numeric_summary,continuous numeric,2,41194,95.9%,1.007e+04,1418,1e+04,9074,1.093e+04,5136,2.029e+04,0.0%,0.4146,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_precuneous_cortex_right__25843,Volume of grey matter in Precuneous Cortex (right),numeric_summary,continuous numeric,2,41194,95.9%,1.051e+04,1511,1.046e+04,9477,1.148e+04,5758,2.185e+04,0.0%,0.4159,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_putamen_left__25882,Volume of grey matter in Putamen (left),numeric_summary,continuous numeric,2,41194,95.9%,1757,423.519,1732,1494,2003,78.6531,6701,0.0%,0.9425,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_putamen_right__25883,Volume of grey matter in Putamen (right),numeric_summary,continuous numeric,2,41194,95.9%,2170,458.1314,2150,1880,2445,153.581,6510,0.0%,0.7623,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_subcallosal_cortex_left__25834,Volume of grey matter in Subcallosal Cortex (left),numeric_summary,continuous numeric,2,41194,95.9%,2939,424.8005,2908,2625,3204,1455,6113,0.0%,0.4849,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_subcallosal_cortex_right__25835,Volume of grey matter in Subcallosal Cortex (right),numeric_summary,continuous numeric,2,41194,95.9%,2726,377.1131,2696,2454,2955,1332,5483,0.0%,0.4572,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_superior_frontal_gyrus_left__25786,Volume of grey matter in Superior Frontal Gyrus (left),numeric_summary,continuous numeric,2,41194,95.9%,1.105e+04,1783,1.099e+04,9869,1.225e+04,5115,3.392e+04,0.0%,0.4106,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_superior_frontal_gyrus_right__25787,Volume of grey matter in Superior Frontal Gyrus (right),numeric_summary,continuous numeric,2,41194,95.9%,9615,1622,9565,8471,1.065e+04,4057,2.399e+04,0.0%,0.4161,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_superior_parietal_lobule_left__25816,Volume of grey matter in Superior Parietal Lobule (left),numeric_summary,continuous numeric,2,41194,95.9%,5116,941.6331,5085,4472,5720,1619,1.413e+04,0.0%,0.3841,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_superior_parietal_lobule_right__25817,Volume of grey matter in Superior Parietal Lobule (right),numeric_summary,continuous numeric,2,41194,95.9%,4634,901.1705,4592,4011,5215,1741,1.408e+04,0.0%,0.435,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_superior_temporal_gyrus_anterior_division_left__25798,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",numeric_summary,continuous numeric,2,41194,95.9%,1465,299.8786,1446,1258,1653,566.18,3684,0.0%,0.4298,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_superior_temporal_gyrus_anterior_division_right__25799,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",numeric_summary,continuous numeric,2,41194,95.9%,1468,303.4277,1453,1257,1670,247.479,3485,0.0%,0.4666,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_superior_temporal_gyrus_posterior_division_left__25800,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)",numeric_summary,continuous numeric,2,41194,95.9%,2579,491.448,2551,2227,2892,889.041,6185,0.0%,0.4706,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_superior_temporal_gyrus_posterior_division_right__25801,"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)",numeric_summary,continuous numeric,2,41194,95.9%,3118,543.5743,3083,2728,3453,1157,6756,0.0%,0.4095,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_supracalcarine_cortex_left__25874,Volume of grey matter in Supracalcarine Cortex (left),numeric_summary,continuous numeric,2,41194,95.9%,503.8482,119.2883,495.315,422.115,576.9872,136.01,1304,0.0%,0.5871,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_supracalcarine_cortex_right__25875,Volume of grey matter in Supracalcarine Cortex (right),numeric_summary,continuous numeric,2,41194,95.9%,716.921,163.4386,703.214,600.7715,814.0058,174.33,1869,0.0%,0.4909,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_supramarginal_gyrus_anterior_division_left__25818,"Volume of grey matter in Supramarginal Gyrus, anterior division (left)",numeric_summary,continuous numeric,2,41194,95.9%,3192,657.9861,3145,2731,3598,1252,9103,0.0%,0.4558,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_supramarginal_gyrus_anterior_division_right__25819,"Volume of grey matter in Supramarginal Gyrus, anterior division (right)",numeric_summary,continuous numeric,2,41194,95.9%,3130,616.4334,3098,2704,3532,1113,6743,0.0%,0.4264,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_supramarginal_gyrus_posterior_division_left__25820,"Volume of grey matter in Supramarginal Gyrus, posterior division (left)",numeric_summary,continuous numeric,2,41194,95.9%,4637,865.9546,4567,4001,5174,2105,1.067e+04,0.0%,0.4149,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_supramarginal_gyrus_posterior_division_right__25821,"Volume of grey matter in Supramarginal Gyrus, posterior division (right)",numeric_summary,continuous numeric,2,41194,95.9%,5449,1040,5402,4753,6139,2311,1.335e+04,0.0%,0.401,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_temporal_fusiform_cortex_anterior_division_left__25854,"Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)",numeric_summary,continuous numeric,2,41194,95.9%,1507,254.4733,1501,1336,1676,379.102,3446,0.0%,0.3197,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_temporal_fusiform_cortex_anterior_division_right__25855,"Volume of grey matter in Temporal Fusiform Cortex, anterior division (right)",numeric_summary,continuous numeric,2,41194,95.9%,1373,233.3719,1360,1206,1521,127.65,3291,0.0%,0.3702,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_temporal_fusiform_cortex_posterior_division_left__25856,"Volume of grey matter in Temporal Fusiform Cortex, posterior division (left)",numeric_summary,continuous numeric,2,41194,95.9%,3953,575.5508,3941,3563,4331,1972,8607,0.0%,0.4206,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_temporal_fusiform_cortex_posterior_division_right__25857,"Volume of grey matter in Temporal Fusiform Cortex, posterior division (right)",numeric_summary,continuous numeric,2,41194,95.9%,3239,480.1224,3219,2915,3560,1585,8208,0.0%,0.4166,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_temporal_occipital_fusiform_cortex_left__25858,Volume of grey matter in Temporal Occipital Fusiform Cortex (left),numeric_summary,continuous numeric,2,41194,95.9%,2624,476.6154,2593,2283,2920,1146,6211,0.0%,0.496,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_temporal_occipital_fusiform_cortex_right__25859,Volume of grey matter in Temporal Occipital Fusiform Cortex (right),numeric_summary,continuous numeric,2,41194,95.9%,3340,601.35,3298,2917,3730,1457,8872,0.0%,0.5267,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_temporal_pole_left__25796,Volume of grey matter in Temporal Pole (left),numeric_summary,continuous numeric,2,41194,95.9%,9441,1288,9334,8544,1.027e+04,2302,1.887e+04,0.0%,0.3533,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_temporal_pole_right__25797,Volume of grey matter in Temporal Pole (right),numeric_summary,continuous numeric,2,41194,95.9%,9386,1244,9317,8518,1.014e+04,2302,1.795e+04,0.0%,0.3439,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_thalamus_left__25878,Volume of grey matter in Thalamus (left),numeric_summary,continuous numeric,2,41194,95.9%,2700,290.8754,2677,2501,2872,1432,1.039e+04,0.0%,1.3711,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_thalamus_right__25879,Volume of grey matter in Thalamus (right),numeric_summary,continuous numeric,2,41194,95.9%,2832,307.5432,2812,2625,3007,1695,1.138e+04,0.0%,1.7582,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_v_cerebellum_left__25895,Volume of grey matter in V Cerebellum (left),numeric_summary,continuous numeric,2,41194,95.9%,2626,384.0121,2621,2367,2887,1296,5545,0.0%,0.3364,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_v_cerebellum_right__25896,Volume of grey matter in V Cerebellum (right),numeric_summary,continuous numeric,2,41194,95.9%,2623,379.6109,2616,2365,2878,1115,5494,0.0%,0.3412,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_vi_cerebellum_left__25897,Volume of grey matter in VI Cerebellum (left),numeric_summary,continuous numeric,2,41194,95.9%,6773,1067,6776,6053,7484,2639,1.407e+04,0.0%,0.1467,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_vi_cerebellum_right__25899,Volume of grey matter in VI Cerebellum (right),numeric_summary,continuous numeric,2,41194,95.9%,6642,1038,6658,5978,7354,2630,1.448e+04,0.0%,0.1462,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_vi_cerebellum_vermis__25898,Volume of grey matter in VI Cerebellum (vermis),numeric_summary,continuous numeric,2,41194,95.9%,1510,238.1733,1495,1346,1657,296.38,3086,0.0%,0.3853,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_viiia_cerebellum_left__25909,Volume of grey matter in VIIIa Cerebellum (left),numeric_summary,continuous numeric,2,41194,95.9%,3820,679.8335,3845,3389,4260,1205,8406,0.0%,-0.054,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_viiia_cerebellum_right__25911,Volume of grey matter in VIIIa Cerebellum (right),numeric_summary,continuous numeric,2,41194,95.9%,3885,720.5637,3901,3454,4338,1169,9129,0.0%,-0.0486,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_viiia_cerebellum_vermis__25910,Volume of grey matter in VIIIa Cerebellum (vermis),numeric_summary,continuous numeric,2,41194,95.9%,904.956,167.5345,906.5095,792.9668,1016,221.98,1897,0.0%,0.0818,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_viiib_cerebellum_left__25912,Volume of grey matter in VIIIb Cerebellum (left),numeric_summary,continuous numeric,2,41194,95.9%,2688,505.6853,2672,2338,3016,685.012,5699,0.0%,0.2605,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_viiib_cerebellum_right__25914,Volume of grey matter in VIIIb Cerebellum (right),numeric_summary,continuous numeric,2,41194,95.9%,2730,541.8357,2715,2376,3071,896.439,6095,0.0%,0.2826,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_viiib_cerebellum_vermis__25913,Volume of grey matter in VIIIb Cerebellum (vermis),numeric_summary,continuous numeric,2,41194,95.9%,445.358,85.6197,442.94,387.01,502.135,102.13,1005,0.0%,0.2949,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_viib_cerebellum_left__25906,Volume of grey matter in VIIb Cerebellum (left),numeric_summary,continuous numeric,2,41194,95.9%,3881,652.5238,3886,3473,4296,1051,8739,0.0%,0.012,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_viib_cerebellum_right__25908,Volume of grey matter in VIIb Cerebellum (right),numeric_summary,continuous numeric,2,41194,95.9%,4126,693.9815,4118,3687,4565,1226,9163,0.0%,0.102,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_viib_cerebellum_vermis__25907,Volume of grey matter in VIIb Cerebellum (vermis),numeric_summary,continuous numeric,2,41194,95.9%,139.3319,27.7971,138.985,120.47,157.53,20.52,300.68,0.0%,0.1389,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_ventral_striatum_left__25890,Volume of grey matter in Ventral Striatum (left),numeric_summary,continuous numeric,2,41194,95.9%,553.884,116.5318,546.7845,473.2323,631.6947,117.3,1300,0.0%,0.4198,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_ventral_striatum_right__25891,Volume of grey matter in Ventral Striatum (right),numeric_summary,continuous numeric,2,41194,95.9%,580.3644,115.978,578.695,500.355,658.8325,168.74,1252,0.0%,0.2991,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_x_cerebellum_left__25918,Volume of grey matter in X Cerebellum (left),numeric_summary,continuous numeric,2,41194,95.9%,492.8398,81.5648,492.025,438.2975,545.698,136.25,1309,0.0%,0.2126,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_x_cerebellum_right__25920,Volume of grey matter in X Cerebellum (right),numeric_summary,continuous numeric,2,41194,95.9%,453.2672,81.5474,453.0705,400.4123,508.2928,94.82,1258,0.0%,0.0342,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_x_cerebellum_vermis__25919,Volume of grey matter in X Cerebellum (vermis),numeric_summary,continuous numeric,2,41194,95.9%,232.1637,43.1579,229.525,202.705,259.165,34.4102,505.27,0.0%,0.4982,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_hippocampus_left__25019,Volume of hippocampus (left),numeric_summary,continuous numeric,2,41182,95.9%,3778,483.1763,3786,3481,4081,1212,7513,0.0%,-0.0814,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_hippocampus_right__25020,Volume of hippocampus (right),numeric_summary,continuous numeric,2,41182,95.9%,3893,496.368,3916,3588,4214,1218,7837,0.0%,-0.0784,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_pallidum_left__25017,Volume of pallidum (left),numeric_summary,continuous numeric,2,41182,95.9%,1756,246.7943,1740,1597,1898,463,4558,0.0%,0.9702,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_pallidum_right__25018,Volume of pallidum (right),numeric_summary,continuous numeric,2,41182,95.9%,1800,247.373,1789,1642,1947,579,4567,0.0%,0.7328,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_peripheral_cortical_grey_matter__25002,Volume of peripheral cortical grey matter,numeric_summary,continuous numeric,2,41199,95.9%,4.796e+05,4.618e+04,4.777e+05,4.473e+05,5.099e+05,2.879e+05,7.177e+05,0.0%,0.1936,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_peripheral_cortical_grey_matter_normalised_for_head_size__25001,Volume of peripheral cortical grey matter (normalised for head size),numeric_summary,continuous numeric,2,41199,95.9%,6.177e+05,4.095e+04,6.174e+05,5.903e+05,6.455e+05,4.188e+05,7.778e+05,0.0%,-0.0312,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_putamen_left__25015,Volume of putamen (left),numeric_summary,continuous numeric,2,41182,95.9%,4766,609.7915,4750,4363,5164,25,1.054e+04,0.0%,0.2405,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_putamen_right__25016,Volume of putamen (right),numeric_summary,continuous numeric,2,41182,95.9%,4822,598.4071,4808,4433,5199,884,1.028e+04,0.0%,0.3292,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_thalamus_left__25011,Volume of thalamus (left),numeric_summary,continuous numeric,2,41182,95.9%,7752,770.4075,7724,7236,8258,4155,1.515e+04,0.0%,0.4673,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_thalamus_right__25012,Volume of thalamus (right),numeric_summary,continuous numeric,2,41182,95.9%,7561,746.2394,7545,7049,8047,4494,1.464e+04,0.0%,0.4809,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_ventricular_cerebrospinal_fluid__25004,Volume of ventricular cerebrospinal fluid,numeric_summary,continuous numeric,2,41199,95.9%,3.671e+04,1.719e+04,3.3e+04,2.463e+04,4.466e+04,6996,1.714e+05,0.0%,1.5392,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_ventricular_cerebrospinal_fluid_normalised_for_head_size__25003,Volume of ventricular cerebrospinal fluid (normalised for head size),numeric_summary,continuous numeric,2,41199,95.9%,4.668e+04,1.997e+04,4.263e+04,3.248e+04,5.624e+04,8879,2.068e+05,0.0%,1.4375,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_white_matter__25008,Volume of white matter,numeric_summary,continuous numeric,2,41199,95.9%,5.461e+05,6.179e+04,5.428e+05,5.019e+05,5.878e+05,3.354e+05,8.724e+05,0.0%,0.3253,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_white_matter_normalised_for_head_size__25007,Volume of white matter (normalised for head size),numeric_summary,continuous numeric,2,41199,95.9%,7.018e+05,4.092e+04,7.015e+05,6.748e+05,7.285e+05,5.391e+05,9.269e+05,0.0%,0.1412,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volumetric_scaling_from_t1_head_image_to_standard_space__25000,Volumetric scaling from T1 head image to standard space,numeric_summary,continuous numeric,2,41199,95.9%,1.2967,0.1219,1.2942,1.2088,1.3834,0.8016,1.9415,0.0%,0.1636,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_bold_effect_in_group_defined_amygdala_activation_mask_for_faces_shapes_contrast__25767,90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,numeric_summary,continuous numeric,2,34277,96.6%,0.4047,0.1795,0.38,0.297,0.487,-0.241,5.861,0.0%,3.677,,,exact moments; quantiles from deterministic sample,
eye_brain_ukb42577,Eye-brain ukb42577,Brain MRI,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_bold_effect_in_group_defined_mask_for_faces_activation__25763,90th percentile of BOLD effect (in group-defined mask) for faces activation,numeric_summary,continuous numeric,2,34277,96.6%,2.1469,0.6931,2.107,1.7047,2.551,-2.119,10.04,0.0%,0.4507,,,exact moments; quantiles from deterministic sample,
