source_id,source_label,profile_type,group_variable,group_value,group_value_label,theme,participant_count,with_data_count,missing_count,present_percent
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (incident_cvd_chd_2104),not_positive,not_positive,Metabolomic biomarkers,464031,102251,361780,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (incident_cvd_chd_2104),not_positive,not_positive,Unverified local z-scores,464031,102251,361780,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (incident_cvd_chd_2104),not_positive,not_positive,Vision / ophthalmic measurements,464031,463451,580,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (incident_cvd_chd_2104),positive,positive,Biochemistry biomarkers,38445,38027,418,98.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (incident_cvd_chd_2104),positive,positive,Derived clinical biomarkers,38445,38445,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (incident_cvd_chd_2104),positive,positive,Metabolomic biomarkers,38445,8479,29966,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (incident_cvd_chd_2104),positive,positive,Unverified local z-scores,38445,8479,29966,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (incident_cvd_chd_2104),positive,positive,Vision / ophthalmic measurements,38445,38376,69,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Dementia curated outcome variable (dementia_2104),not_positive,not_positive,Biochemistry biomarkers,495917,492269,3648,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Dementia curated outcome variable (dementia_2104),not_positive,not_positive,Derived clinical biomarkers,495917,495917,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Dementia curated outcome variable (dementia_2104),not_positive,not_positive,Metabolomic biomarkers,495917,109281,386636,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Dementia curated outcome variable (dementia_2104),not_positive,not_positive,Unverified local z-scores,495917,109281,386636,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Dementia curated outcome variable (dementia_2104),not_positive,not_positive,Vision / ophthalmic measurements,495917,495289,628,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Dementia curated outcome variable (dementia_2104),positive,positive,Biochemistry biomarkers,6559,6451,108,98.4%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Dementia curated outcome variable (dementia_2104),positive,positive,Derived clinical biomarkers,6559,6559,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Dementia curated outcome variable (dementia_2104),positive,positive,Metabolomic biomarkers,6559,1449,5110,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Dementia curated outcome variable (dementia_2104),positive,positive,Unverified local z-scores,6559,1449,5110,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Dementia curated outcome variable (dementia_2104),positive,positive,Vision / ophthalmic measurements,6559,6538,21,99.7%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (cataract_2104),not_positive,not_positive,Biochemistry biomarkers,447611,444338,3273,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (cataract_2104),not_positive,not_positive,Derived clinical biomarkers,447611,447611,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (cataract_2104),not_positive,not_positive,Metabolomic biomarkers,447611,98858,348753,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (cataract_2104),not_positive,not_positive,Unverified local z-scores,447611,98858,348753,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (cataract_2104),not_positive,not_positive,Vision / ophthalmic measurements,447611,447054,557,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (cataract_2104),positive,positive,Biochemistry biomarkers,54865,54382,483,99.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (cataract_2104),positive,positive,Derived clinical biomarkers,54865,54865,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (cataract_2104),positive,positive,Metabolomic biomarkers,54865,11872,42993,21.6%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (cataract_2104),positive,positive,Unverified local z-scores,54865,11872,42993,21.6%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (cataract_2104),positive,positive,Vision / ophthalmic measurements,54865,54773,92,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (glaucoma_2104),not_positive,not_positive,Biochemistry biomarkers,489990,486366,3624,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (glaucoma_2104),not_positive,not_positive,Derived clinical biomarkers,489990,489990,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (glaucoma_2104),not_positive,not_positive,Metabolomic biomarkers,489990,107966,382024,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (glaucoma_2104),not_positive,not_positive,Unverified local z-scores,489990,107966,382024,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (glaucoma_2104),not_positive,not_positive,Vision / ophthalmic measurements,489990,489356,634,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (glaucoma_2104),positive,positive,Biochemistry biomarkers,12486,12354,132,98.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (glaucoma_2104),positive,positive,Derived clinical biomarkers,12486,12486,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (glaucoma_2104),positive,positive,Metabolomic biomarkers,12486,2764,9722,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (glaucoma_2104),positive,positive,Unverified local z-scores,12486,2764,9722,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Eye disease curated outcome variable (glaucoma_2104),positive,positive,Vision / ophthalmic measurements,12486,12471,15,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (cvd_hf_2104),not_positive,not_positive,Biochemistry biomarkers,487110,483552,3558,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (cvd_hf_2104),not_positive,not_positive,Derived clinical biomarkers,487110,487110,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (cvd_hf_2104),not_positive,not_positive,Metabolomic biomarkers,487110,107356,379754,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (cvd_hf_2104),not_positive,not_positive,Unverified local z-scores,487110,107356,379754,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (cvd_hf_2104),not_positive,not_positive,Vision / ophthalmic measurements,487110,486481,629,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (cvd_hf_2104),positive,positive,Biochemistry biomarkers,15366,15168,198,98.7%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (cvd_hf_2104),positive,positive,Derived clinical biomarkers,15366,15366,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (cvd_hf_2104),positive,positive,Metabolomic biomarkers,15366,3374,11992,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (cvd_hf_2104),positive,positive,Unverified local z-scores,15366,3374,11992,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (cvd_hf_2104),positive,positive,Vision / ophthalmic measurements,15366,15346,20,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (incident_cvd_hf_2104),not_positive,not_positive,Biochemistry biomarkers,488983,485407,3576,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (incident_cvd_hf_2104),not_positive,not_positive,Derived clinical biomarkers,488983,488983,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (incident_cvd_hf_2104),not_positive,not_positive,Metabolomic biomarkers,488983,107771,381212,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (incident_cvd_hf_2104),not_positive,not_positive,Unverified local z-scores,488983,107771,381212,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (incident_cvd_hf_2104),not_positive,not_positive,Vision / ophthalmic measurements,488983,488352,631,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (incident_cvd_hf_2104),positive,positive,Biochemistry biomarkers,13493,13313,180,98.7%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (incident_cvd_hf_2104),positive,positive,Derived clinical biomarkers,13493,13493,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (incident_cvd_hf_2104),positive,positive,Metabolomic biomarkers,13493,2959,10534,21.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (incident_cvd_hf_2104),positive,positive,Unverified local z-scores,13493,2959,10534,21.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (incident_cvd_hf_2104),positive,positive,Vision / ophthalmic measurements,13493,13475,18,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (prior_cvd_hf_2104),not_positive,not_positive,Biochemistry biomarkers,500603,496865,3738,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (prior_cvd_hf_2104),not_positive,not_positive,Derived clinical biomarkers,500603,500603,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (prior_cvd_hf_2104),not_positive,not_positive,Metabolomic biomarkers,500603,110315,390288,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (prior_cvd_hf_2104),not_positive,not_positive,Unverified local z-scores,500603,110315,390288,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (prior_cvd_hf_2104),not_positive,not_positive,Vision / ophthalmic measurements,500603,499956,647,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (prior_cvd_hf_2104),positive,positive,Biochemistry biomarkers,1873,1855,18,99.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (prior_cvd_hf_2104),positive,positive,Derived clinical biomarkers,1873,1873,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (prior_cvd_hf_2104),positive,positive,Metabolomic biomarkers,1873,415,1458,22.2%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (prior_cvd_hf_2104),positive,positive,Unverified local z-scores,1873,415,1458,22.2%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Heart failure curated outcome variable (prior_cvd_hf_2104),positive,positive,Vision / ophthalmic measurements,1873,1871,2,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (incident_liver_disease_2104),not_positive,not_positive,Biochemistry biomarkers,480688,477172,3516,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (incident_liver_disease_2104),not_positive,not_positive,Derived clinical biomarkers,480688,480688,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (incident_liver_disease_2104),not_positive,not_positive,Metabolomic biomarkers,480688,106079,374609,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (incident_liver_disease_2104),not_positive,not_positive,Unverified local z-scores,480688,106079,374609,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (incident_liver_disease_2104),not_positive,not_positive,Vision / ophthalmic measurements,480688,480075,613,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (incident_liver_disease_2104),positive,positive,Biochemistry biomarkers,21788,21548,240,98.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (incident_liver_disease_2104),positive,positive,Derived clinical biomarkers,21788,21788,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (incident_liver_disease_2104),positive,positive,Metabolomic biomarkers,21788,4651,17137,21.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (incident_liver_disease_2104),positive,positive,Unverified local z-scores,21788,4651,17137,21.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (incident_liver_disease_2104),positive,positive,Vision / ophthalmic measurements,21788,21752,36,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (liver_disease_2104),not_positive,not_positive,Biochemistry biomarkers,477054,473577,3477,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (liver_disease_2104),not_positive,not_positive,Derived clinical biomarkers,477054,477054,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (liver_disease_2104),not_positive,not_positive,Metabolomic biomarkers,477054,105301,371753,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (liver_disease_2104),not_positive,not_positive,Unverified local z-scores,477054,105301,371753,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (liver_disease_2104),not_positive,not_positive,Vision / ophthalmic measurements,477054,476447,607,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (liver_disease_2104),positive,positive,Biochemistry biomarkers,25422,25143,279,98.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (liver_disease_2104),positive,positive,Derived clinical biomarkers,25422,25422,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (liver_disease_2104),positive,positive,Metabolomic biomarkers,25422,5429,19993,21.4%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (liver_disease_2104),positive,positive,Unverified local z-scores,25422,5429,19993,21.4%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (liver_disease_2104),positive,positive,Vision / ophthalmic measurements,25422,25380,42,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (prior_liver_disease_2104),not_positive,not_positive,Biochemistry biomarkers,498842,495125,3717,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (prior_liver_disease_2104),not_positive,not_positive,Derived clinical biomarkers,498842,498842,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (prior_liver_disease_2104),not_positive,not_positive,Metabolomic biomarkers,498842,109952,388890,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (prior_liver_disease_2104),not_positive,not_positive,Unverified local z-scores,498842,109952,388890,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (prior_liver_disease_2104),not_positive,not_positive,Vision / ophthalmic measurements,498842,498199,643,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (prior_liver_disease_2104),positive,positive,Biochemistry biomarkers,3634,3595,39,98.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (prior_liver_disease_2104),positive,positive,Derived clinical biomarkers,3634,3634,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (prior_liver_disease_2104),positive,positive,Metabolomic biomarkers,3634,778,2856,21.4%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (prior_liver_disease_2104),positive,positive,Unverified local z-scores,3634,778,2856,21.4%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Liver disease curated outcome variable (prior_liver_disease_2104),positive,positive,Vision / ophthalmic measurements,3634,3628,6,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Mortality curated outcome variable (incident_deathstatus_2104),not_positive,not_positive,Biochemistry biomarkers,469083,465740,3343,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Mortality curated outcome variable (incident_deathstatus_2104),not_positive,not_positive,Derived clinical biomarkers,469083,469083,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Mortality curated outcome variable (incident_deathstatus_2104),not_positive,not_positive,Metabolomic biomarkers,469083,103504,365579,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Mortality curated outcome variable (incident_deathstatus_2104),not_positive,not_positive,Unverified local z-scores,469083,103504,365579,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Mortality curated outcome variable (incident_deathstatus_2104),not_positive,not_positive,Vision / ophthalmic measurements,469083,468490,593,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Mortality curated outcome variable (incident_deathstatus_2104),positive,positive,Biochemistry biomarkers,33393,32980,413,98.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Mortality curated outcome variable (incident_deathstatus_2104),positive,positive,Derived clinical biomarkers,33393,33393,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Mortality curated outcome variable (incident_deathstatus_2104),positive,positive,Metabolomic biomarkers,33393,7226,26167,21.6%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Mortality curated outcome variable (incident_deathstatus_2104),positive,positive,Unverified local z-scores,33393,7226,26167,21.6%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Mortality curated outcome variable (incident_deathstatus_2104),positive,positive,Vision / ophthalmic measurements,33393,33337,56,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Parkinsonism / neurodegeneration curated outcome variable (pd_2104),not_positive,not_positive,Biochemistry biomarkers,498783,495073,3710,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Parkinsonism / neurodegeneration curated outcome variable (pd_2104),not_positive,not_positive,Derived clinical biomarkers,498783,498783,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Parkinsonism / neurodegeneration curated outcome variable (pd_2104),not_positive,not_positive,Metabolomic biomarkers,498783,109925,388858,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Parkinsonism / neurodegeneration curated outcome variable (pd_2104),not_positive,not_positive,Unverified local z-scores,498783,109925,388858,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Parkinsonism / neurodegeneration curated outcome variable (pd_2104),not_positive,not_positive,Vision / ophthalmic measurements,498783,498145,638,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Parkinsonism / neurodegeneration curated outcome variable (pd_2104),positive,positive,Biochemistry biomarkers,3693,3647,46,98.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Parkinsonism / neurodegeneration curated outcome variable (pd_2104),positive,positive,Derived clinical biomarkers,3693,3693,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Parkinsonism / neurodegeneration curated outcome variable (pd_2104),positive,positive,Metabolomic biomarkers,3693,805,2888,21.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Parkinsonism / neurodegeneration curated outcome variable (pd_2104),positive,positive,Unverified local z-scores,3693,805,2888,21.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Parkinsonism / neurodegeneration curated outcome variable (pd_2104),positive,positive,Vision / ophthalmic measurements,3693,3682,11,99.7%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Peripheral arterial disease curated outcome variable (pad_2104),not_positive,not_positive,Biochemistry biomarkers,485043,481495,3548,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Peripheral arterial disease curated outcome variable (pad_2104),not_positive,not_positive,Derived clinical biomarkers,485043,485043,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Peripheral arterial disease curated outcome variable (pad_2104),not_positive,not_positive,Metabolomic biomarkers,485043,106845,378198,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Peripheral arterial disease curated outcome variable (pad_2104),not_positive,not_positive,Unverified local z-scores,485043,106845,378198,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Peripheral arterial disease curated outcome variable (pad_2104),not_positive,not_positive,Vision / ophthalmic measurements,485043,484422,621,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Peripheral arterial disease curated outcome variable (pad_2104),positive,positive,Biochemistry biomarkers,17433,17225,208,98.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Peripheral arterial disease curated outcome variable (pad_2104),positive,positive,Derived clinical biomarkers,17433,17433,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Peripheral arterial disease curated outcome variable (pad_2104),positive,positive,Metabolomic biomarkers,17433,3885,13548,22.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Peripheral arterial disease curated outcome variable (pad_2104),positive,positive,Unverified local z-scores,17433,3885,13548,22.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Peripheral arterial disease curated outcome variable (pad_2104),positive,positive,Vision / ophthalmic measurements,17433,17405,28,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (asthma_2104),not_positive,not_positive,Biochemistry biomarkers,456635,453323,3312,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (asthma_2104),not_positive,not_positive,Derived clinical biomarkers,456635,456635,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (asthma_2104),not_positive,not_positive,Metabolomic biomarkers,456635,100640,355995,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (asthma_2104),not_positive,not_positive,Unverified local z-scores,456635,100640,355995,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (asthma_2104),not_positive,not_positive,Vision / ophthalmic measurements,456635,456062,573,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (asthma_2104),positive,positive,Biochemistry biomarkers,45841,45397,444,99.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (asthma_2104),positive,positive,Derived clinical biomarkers,45841,45841,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (asthma_2104),positive,positive,Metabolomic biomarkers,45841,10090,35751,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (asthma_2104),positive,positive,Unverified local z-scores,45841,10090,35751,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (asthma_2104),positive,positive,Vision / ophthalmic measurements,45841,45765,76,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (copd_2104),not_positive,not_positive,Biochemistry biomarkers,476391,472984,3407,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (copd_2104),not_positive,not_positive,Derived clinical biomarkers,476391,476391,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (copd_2104),not_positive,not_positive,Metabolomic biomarkers,476391,105053,371338,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (copd_2104),not_positive,not_positive,Unverified local z-scores,476391,105053,371338,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (copd_2104),not_positive,not_positive,Vision / ophthalmic measurements,476391,475803,588,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (copd_2104),positive,positive,Biochemistry biomarkers,26085,25736,349,98.7%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (copd_2104),positive,positive,Derived clinical biomarkers,26085,26085,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (copd_2104),positive,positive,Metabolomic biomarkers,26085,5677,20408,21.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (copd_2104),positive,positive,Unverified local z-scores,26085,5677,20408,21.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Respiratory disease curated outcome variable (copd_2104),positive,positive,Vision / ophthalmic measurements,26085,26024,61,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Stroke curated outcome variable (cerestroke_2104),not_positive,not_positive,Biochemistry biomarkers,492498,488872,3626,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Stroke curated outcome variable (cerestroke_2104),not_positive,not_positive,Derived clinical biomarkers,492498,492498,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Stroke curated outcome variable (cerestroke_2104),not_positive,not_positive,Metabolomic biomarkers,492498,108524,383974,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Stroke curated outcome variable (cerestroke_2104),not_positive,not_positive,Unverified local z-scores,492498,108524,383974,22.0%
