source_id,source_label,theme,group_id,feature_label,visit_pair,participant_count_ge2_visits,observation_count,within_person_cv,between_person_cv,icc_approx,visit_pair_count,visit_pair_correlation
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_glycemia__glycemic_biomarkers__laboratory_measurement__glucose__30740,Glucose,0-1,13410,26820,0.0826,0.1747,0.5496,13410,0.4199
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_glycemia__glycemic_biomarkers__laboratory_measurement__glycated_haemoglobin_hba1c__30750,Glycated haemoglobin (HbA1c),0-1,12862,25724,0.047,0.1493,0.7769,12862,0.7574
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__creatinine__30700,Creatinine,0-1,16579,33158,0.065,0.2012,0.7818,16579,0.7682
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__creatinine_enzymatic_in_urine__30510,Creatinine (enzymatic) in urine,0-1,18685,37370,0.3745,0.5225,0.5074,18685,0.3498
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__cystatin_c__30720,Cystatin C,0-1,16607,33214,0.0505,0.163,0.8042,16607,0.8079
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__microalbumin_in_urine__30500,Microalbumin in urine,0-1,2805,5610,0.3855,2.8563,0.541,2805,0.4547
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__urate__30880,Urate,0-1,16559,33118,0.0813,0.2409,0.8308,16559,0.8183
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__urea__30670,Urea,0-1,16586,33172,0.1179,0.2157,0.6535,16586,0.588
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__apolipoprotein_a__30630,Apolipoprotein A,0-1,13289,26578,0.065,0.161,0.778,13289,0.7686
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__apolipoprotein_b__30640,Apolipoprotein B,0-1,16484,32968,0.0976,0.2087,0.7067,16484,0.6564
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__cholesterol__30690,Cholesterol,0-1,16622,33244,0.0883,0.1852,0.7066,16622,0.6575
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__hdl_cholesterol__30760,HDL cholesterol,0-1,13429,26858,0.0812,0.2501,0.8432,13429,0.8459
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__ldl_direct__30780,LDL direct,0-1,16537,33074,0.1074,0.2236,0.6992,16537,0.6466
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__lipoprotein_a__30790,Lipoprotein A,0-1,12203,24406,0.1744,1.0696,0.9499,12203,0.9511
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__triglycerides__30870,Triglycerides,0-1,16584,33168,0.2254,0.5035,0.6678,16584,0.6024
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__alanine_aminotransferase__30620,Alanine aminotransferase,0-1,16609,33218,0.1949,0.4686,0.5709,16609,0.4559
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__alkaline_phosphatase__30610,Alkaline phosphatase,0-1,16615,33230,0.0934,0.2641,0.75,16615,0.7191
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__aspartate_aminotransferase__30650,Aspartate aminotransferase,0-1,16494,32988,0.118,0.3066,0.5349,16494,0.4
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__direct_bilirubin__30660,Direct bilirubin,0-1,12634,25268,0.1575,0.3975,0.7396,12634,0.702
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__gamma_glutamyltransferase__30730,Gamma glutamyltransferase,0-1,16603,33206,0.1735,0.9036,0.7154,16603,0.6695
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__total_bilirubin__30840,Total bilirubin,0-1,16451,32902,0.161,0.4541,0.7909,16451,0.7683
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_minerals_vitamins__mineral_and_vitamin_biomarkers__laboratory_measurement__calcium__30680,Calcium,0-1,13430,26860,0.0244,0.0334,0.5235,13430,0.4158
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_minerals_vitamins__mineral_and_vitamin_biomarkers__laboratory_measurement__phosphate__30810,Phosphate,0-1,13377,26754,0.0852,0.1125,0.5273,13377,0.4535
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_minerals_vitamins__mineral_and_vitamin_biomarkers__laboratory_measurement__vitamin_d__30890,Vitamin D,0-1,15436,30872,0.2311,0.3832,0.634,15436,0.5562
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__albumin__30600,Albumin,0-1,13433,26866,0.0327,0.0486,0.5765,13433,0.4777
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__c_reactive_protein__30710,C-reactive protein,0-1,16550,33100,0.3954,1.421,0.4737,16550,0.2858
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__igf_1__30770,IGF-1,0-1,16356,32712,0.0977,0.244,0.7884,16356,0.7687
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__rheumatoid_factor__30820,Rheumatoid factor,0-1,1009,2018,0.2539,0.6329,0.6486,1009,0.5753
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__total_protein__30860,Total protein,0-1,13419,26838,0.0319,0.0481,0.573,13419,0.4971
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_hormones__sex_hormone_biomarkers__laboratory_measurement__oestradiol__30800,Oestradiol,0-1,821,1642,0.3439,0.6514,0.4049,821,0.1537
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_hormones__sex_hormone_biomarkers__laboratory_measurement__shbg__30830,SHBG,0-1,13130,26260,0.1392,0.4767,0.8188,13130,0.8051
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_hormones__sex_hormone_biomarkers__laboratory_measurement__testosterone__30850,Testosterone,0-1,14187,28374,0.1642,0.8058,0.9298,14187,0.9274
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__urine_electrolytes_and_result_flags__laboratory_measurement__potassium_in_urine__30520,Potassium in urine,0-1,18618,37236,0.3472,0.4133,0.4584,18618,0.2594
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__urine_electrolytes_and_result_flags__laboratory_measurement__sodium_in_urine__30530,Sodium in urine,0-1,18630,37260,0.3517,0.4692,0.5108,18630,0.3525
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__platelet_count_and_indices__laboratory_measurement__mean_platelet_thrombocyte_volume__30100,Mean platelet (thrombocyte) volume,0-1,22187,46284,0.0371,0.1116,0.8382,18380,0.8376
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__platelet_count_and_indices__laboratory_measurement__platelet_count__30080,Platelet count,0-1,22189,46288,0.0913,0.2231,0.7553,18382,0.753
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__platelet_count_and_indices__laboratory_measurement__platelet_crit__30090,Platelet crit,0-1,17169,35808,0.0961,0.1934,0.7018,12944,0.7322
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__platelet_count_and_indices__laboratory_measurement__platelet_distribution_width__30110,Platelet distribution width,0-1,17169,35808,0.015,0.0289,0.6832,12944,0.6498
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__haematocrit_percentage__30030,Haematocrit percentage,0-1,22188,46286,0.0337,0.0769,0.7483,18382,0.7195
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__haemoglobin_concentration__30020,Haemoglobin concentration,0-1,22189,46288,0.0324,0.0796,0.7711,18382,0.7481
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__mean_corpuscular_haemoglobin__30050,Mean corpuscular haemoglobin,0-1,22186,46282,0.0215,0.0534,0.7208,18381,0.6759
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__mean_corpuscular_haemoglobin_concentration__30060,Mean corpuscular haemoglobin concentration,0-1,22185,46280,0.0234,0.0264,0.4422,18380,0.2354
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__mean_corpuscular_volume__30040,Mean corpuscular volume,0-1,22187,46284,0.0173,0.0439,0.7657,18381,0.7376
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__mean_sphered_cell_volume__30270,Mean sphered cell volume,0-1,16818,34925,0.0471,0.055,0.4774,12811,0.7012
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__nucleated_red_blood_cell_count__30170,Nucleated red blood cell count,0-1,17128,35722,1.4292,6.328,0.3272,12907,0.0074
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__nucleated_red_blood_cell_percentage__30230,Nucleated red blood cell percentage,0-1,17128,35722,1.4278,6.3699,0.3322,12907,0.0099
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__red_blood_cell_erythrocyte_count__30010,Red blood cell (erythrocyte) count,0-1,22186,46282,0.0312,0.0843,0.8044,18380,0.7933
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__red_blood_cell_erythrocyte_distribution_width__30070,Red blood cell (erythrocyte) distribution width,0-1,22187,46284,0.0277,0.0596,0.6029,18381,0.5175
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__high_light_scatter_reticulocyte_count__30300,High light scatter reticulocyte count,0-1,16818,34925,0.2526,0.4942,0.6547,12811,0.5686
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__high_light_scatter_reticulocyte_percentage__30290,High light scatter reticulocyte percentage,0-1,16818,34925,0.2514,0.5934,0.5262,12811,0.3702
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__immature_reticulocyte_fraction__30280,Immature reticulocyte fraction,0-1,16818,34925,0.1318,0.1654,0.5151,12811,0.417
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__mean_reticulocyte_volume__30260,Mean reticulocyte volume,0-1,21729,45146,0.0483,0.0591,0.4899,18097,0.5331
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__reticulocyte_count__30250,Reticulocyte count,0-1,21728,45144,0.2092,0.4626,0.4936,18096,0.3296
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__reticulocyte_percentage__30240,Reticulocyte percentage,0-1,21727,45142,0.2091,0.4859,0.4656,18095,0.2874
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__basophill_count__30160,Basophill count,0-1,22155,46213,1.0429,1.3398,0.3827,18351,0.124
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__basophill_percentage__30220,Basophill percentage,0-1,22157,46217,0.4273,0.7352,0.3637,18353,0.087
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__eosinophill_count__30150,Eosinophill count,0-1,22155,46213,0.3397,0.7026,0.6718,18351,0.6143
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__eosinophill_percentage__30210,Eosinophill percentage,0-1,22157,46217,0.286,0.6397,0.6804,18353,0.6286
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__lymphocyte_count__30120,Lymphocyte count,0-1,22155,46213,0.1354,0.715,0.8055,18351,0.8202
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__lymphocyte_percentage__30180,Lymphocyte percentage,0-1,22157,46217,0.1297,0.234,0.6776,18353,0.6352
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__monocyte_count__30130,Monocyte count,0-1,22155,46213,0.2371,0.4106,0.5239,18351,0.415
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__monocyte_percentage__30190,Monocyte percentage,0-1,22157,46217,0.2292,0.3291,0.4808,18353,0.3409
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__neutrophill_count__30140,Neutrophill count,0-1,22155,46213,0.1627,0.2837,0.6118,18351,0.5358
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__neutrophill_percentage__30200,Neutrophill percentage,0-1,22157,46217,0.0753,0.1201,0.6094,18353,0.5461
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__white_blood_cell_leukocyte_count__30000,White blood cell (leukocyte) count,0-1,22187,46284,0.1181,0.3075,0.7399,18380,0.7277
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__arm_fat_mass_left__23124,Arm fat mass (left),0-1,58028,126831,0.1135,0.5038,0.8851,19764,0.9025
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__arm_fat_mass_right__23120,Arm fat mass (right),0-1,58039,126854,0.1094,0.4806,0.8877,19768,0.9044
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__arm_fat_percentage_left__23123,Arm fat percentage (left),0-1,58033,126842,0.0772,0.3278,0.9205,19766,0.9297
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__arm_fat_percentage_right__23119,Arm fat percentage (right),0-1,58042,126860,0.078,0.3315,0.9182,19768,0.9284
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__arm_fat_free_mass_left__23125,Arm fat-free mass (left),0-1,58029,126833,0.0398,0.2758,0.9629,19764,0.968
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__arm_fat_free_mass_right__23121,Arm fat-free mass (right),0-1,58035,126846,0.0393,0.2711,0.9642,19767,0.9731
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__arm_predicted_mass_left__23126,Arm predicted mass (left),0-1,58027,126829,0.04,0.2817,0.9543,19764,0.9687
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__arm_predicted_mass_right__23122,Arm predicted mass (right),0-1,58035,126846,0.0394,0.2763,0.9651,19767,0.9737
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__basal_metabolic_rate__23105,Basal metabolic rate,0-1,58056,126889,0.0282,0.2004,0.9668,19769,0.9781
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__body_fat_percentage__23099,Body fat percentage,0-1,58023,126809,0.0711,0.2614,0.9079,19754,0.9246
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__body_mass_index_bmi__23104,Body mass index (BMI),0-1,58057,126891,0.0359,0.1613,0.9104,19769,0.9256
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__impedance_of_arm_left__23110,Impedance of arm (left),0-1,58054,126884,0.0421,0.1638,0.8951,19769,0.8953
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__impedance_of_arm_right__23109,Impedance of arm (right),0-1,58052,126880,0.0418,0.1625,0.8837,19768,0.8733
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__impedance_of_leg_left__23108,Impedance of leg (left),0-1,58055,126886,0.048,0.1369,0.8362,19769,0.8698
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__impedance_of_leg_right__23107,Impedance of leg (right),0-1,58057,126890,0.0482,0.1385,0.8393,19769,0.8734
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__impedance_of_whole_body__23106,Impedance of whole body,0-1,58053,126880,0.0346,0.1428,0.9093,19765,0.9174
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__leg_fat_mass_left__23116,Leg fat mass (left),0-1,58050,126876,0.0902,0.4229,0.9189,19769,0.9306
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__leg_fat_mass_right__23112,Leg fat mass (right),0-1,58054,126884,0.0926,0.4214,0.916,19769,0.9265
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__leg_fat_percentage_left__23115,Leg fat percentage (left),0-1,58050,126876,0.0645,0.3321,0.9535,19769,0.9679
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__leg_fat_percentage_right__23111,Leg fat percentage (right),0-1,58055,126886,0.0697,0.3317,0.9477,19769,0.9636
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__leg_fat_free_mass_left__23117,Leg fat-free mass (left),0-1,58044,126864,0.0387,0.219,0.9483,19768,0.9691
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__leg_fat_free_mass_right__23113,Leg fat-free mass (right),0-1,58051,126878,0.0412,0.2181,0.9426,19769,0.9668
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__leg_predicted_mass_left__23118,Leg predicted mass (left),0-1,58044,126864,0.0383,0.2204,0.95,19768,0.9702
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__leg_predicted_mass_right__23114,Leg predicted mass (right),0-1,58051,126878,0.0408,0.2195,0.9445,19769,0.968
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__trunk_fat_mass__23128,Trunk fat mass,0-1,58011,126794,0.113,0.3549,0.8704,19760,0.8855
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__trunk_fat_percentage__23127,Trunk fat percentage,0-1,58016,126804,0.0863,0.2416,0.8508,19761,0.8649
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__trunk_fat_free_mass__23129,Trunk fat-free mass,0-1,57998,126767,0.0271,0.1981,0.9692,19757,0.9709
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__trunk_predicted_mass__23130,Trunk predicted mass,0-1,57986,126742,0.0271,0.2005,0.9693,19753,0.9711
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__weight__23098,Weight,0-1,58059,126895,0.0362,0.1946,0.9374,19770,0.9498
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__whole_body_fat_mass__23100,Whole body fat mass,0-1,57963,126671,0.098,0.3617,0.8904,19730,0.9078
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__whole_body_fat_free_mass__23101,Whole body fat-free mass,0-1,58056,126888,0.0282,0.2108,0.9717,19768,0.9808
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__whole_body_water_mass__23102,Whole body water mass,0-1,58057,126891,0.0283,0.2108,0.9715,19769,0.9802
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__age_high_blood_pressure_diagnosed__2966,Age high blood pressure diagnosed,0-1,11718,25170,0.213,0.3124,0.5588,4283,0.4775
eye_kidney_ukb42408,Eye-kidney ukb42408,General physical measures (repeatability only),eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__body_mass_index_bmi__21001,Body mass index (BMI),0-1,59248,129594,0.036,0.1619,0.9106,20259,0.9267
