coverage_scope,source_id,node_id,tree_path,instance,participant_count,source_participant_count,source_percent,group_count,feature_count
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_assessment_measurement_blood_pressure_and_pulse,Eye-kidney ukb42408 > Cardiometabolic physical measures > Assessment measurement > Blood pressure and pulse,1,20289,502505,4.0%,6,48
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_assessment_measurement_blood_pressure_and_pulse,Eye-kidney ukb42408 > Cardiometabolic physical measures > Assessment measurement > Blood pressure and pulse,2,40015,502505,8.0%,6,48
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_assessment_measurement_blood_pressure_and_pulse,Eye-kidney ukb42408 > Cardiometabolic physical measures > Assessment measurement > Blood pressure and pulse,3,2941,502505,0.6%,6,48
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_assessment_measurement_blood_pressure_and_pulse,Eye-kidney ukb42408 > Cardiometabolic physical measures > Assessment measurement > Blood pressure and pulse,all,475186,502505,94.6%,6,48
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_assessment_measurement_body_size_and_anthropometry,Eye-kidney ukb42408 > Cardiometabolic physical measures > Assessment measurement > Body size and anthropometry,0,501584,502505,99.8%,12,44
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_assessment_measurement_body_size_and_anthropometry,Eye-kidney ukb42408 > Cardiometabolic physical measures > Assessment measurement > Body size and anthropometry,1,20336,502505,4.0%,12,44
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_assessment_measurement_body_size_and_anthropometry,Eye-kidney ukb42408 > Cardiometabolic physical measures > Assessment measurement > Body size and anthropometry,2,48990,502505,9.7%,12,44
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_assessment_measurement_body_size_and_anthropometry,Eye-kidney ukb42408 > Cardiometabolic physical measures > Assessment measurement > Body size and anthropometry,3,3208,502505,0.6%,12,44
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_assessment_measurement_body_size_and_anthropometry,Eye-kidney ukb42408 > Cardiometabolic physical measures > Assessment measurement > Body size and anthropometry,all,501601,502505,99.8%,12,44
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata,0,501642,502505,99.8%,6,32
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata,1,20335,502505,4.0%,6,32
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata,2,47506,502505,9.5%,6,32
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata,3,3201,502505,0.6%,6,32
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata,all,501654,502505,99.8%,6,32
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata_blood_pressure_and_pulse,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,0,501642,502505,99.8%,4,24
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata_blood_pressure_and_pulse,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,1,20335,502505,4.0%,4,24
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata_blood_pressure_and_pulse,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,2,43261,502505,8.6%,4,24
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata_blood_pressure_and_pulse,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,3,2957,502505,0.6%,4,24
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata_blood_pressure_and_pulse,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,all,501654,502505,99.8%,4,24
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata_body_size_and_anthropometry,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,0,500789,502505,99.7%,2,8
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata_body_size_and_anthropometry,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,1,20334,502505,4.0%,2,8
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata_body_size_and_anthropometry,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,2,47506,502505,9.5%,2,8
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata_body_size_and_anthropometry,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,3,3201,502505,0.6%,2,8
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_cardiometabolic_physical_measures_device_qc_metadata_body_size_and_anthropometry,Eye-kidney ukb42408 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,all,500839,502505,99.7%,2,8
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers,0,484311,502505,96.4%,65,161
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers,1,19412,502505,3.9%,65,161
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers,2,5865,502505,1.2%,65,161
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers,all,484960,502505,96.5%,65,161
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement,0,484311,502505,96.4%,65,161
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement,1,19412,502505,3.9%,65,161
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement,2,5865,502505,1.2%,65,161
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement,all,484960,502505,96.5%,65,161
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_glycemic_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Glycemic biomarkers,0,466504,502505,92.8%,2,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_glycemic_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Glycemic biomarkers,1,15685,502505,3.1%,2,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_glycemic_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Glycemic biomarkers,all,467910,502505,93.1%,2,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_kidney_function_and_urine_chemistry,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Kidney function and urine chemistry,0,484311,502505,96.4%,6,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_kidney_function_and_urine_chemistry,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Kidney function and urine chemistry,1,19334,502505,3.8%,6,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_kidney_function_and_urine_chemistry,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Kidney function and urine chemistry,all,484960,502505,96.5%,6,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_lipid_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Lipid biomarkers,0,469589,502505,93.4%,7,14
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_lipid_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Lipid biomarkers,1,17877,502505,3.6%,7,14
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_lipid_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Lipid biomarkers,all,470844,502505,93.7%,7,14
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_liver_enzymes_and_bilirubin,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Liver enzymes and bilirubin,0,469602,502505,93.5%,6,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_liver_enzymes_and_bilirubin,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Liver enzymes and bilirubin,1,17870,502505,3.6%,6,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_liver_enzymes_and_bilirubin,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Liver enzymes and bilirubin,all,470857,502505,93.7%,6,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_mineral_and_vitamin_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Mineral and vitamin biomarkers,0,448350,502505,89.2%,3,6
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_mineral_and_vitamin_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Mineral and vitamin biomarkers,1,17038,502505,3.4%,3,6
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_mineral_and_vitamin_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Mineral and vitamin biomarkers,all,449952,502505,89.5%,3,6
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_platelet_count_and_indices,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Platelet count and indices,0,478170,502505,95.2%,4,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_platelet_count_and_indices,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Platelet count and indices,1,19412,502505,3.9%,4,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_platelet_count_and_indices,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Platelet count and indices,2,5865,502505,1.2%,4,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_platelet_count_and_indices,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Platelet count and indices,all,479348,502505,95.4%,4,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_protein_inflammation_and_growth_factor_biomarkers,"Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Protein, inflammation, and growth-factor biomarkers",0,468568,502505,93.2%,5,10
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_protein_inflammation_and_growth_factor_biomarkers,"Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Protein, inflammation, and growth-factor biomarkers",1,17837,502505,3.5%,5,10
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_protein_inflammation_and_growth_factor_biomarkers,"Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Protein, inflammation, and growth-factor biomarkers",all,469855,502505,93.5%,5,10
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_red_blood_cells_and_haemoglobin,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Red blood cells and haemoglobin,0,478173,502505,95.2%,10,30
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_red_blood_cells_and_haemoglobin,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Red blood cells and haemoglobin,1,19412,502505,3.9%,10,30
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_red_blood_cells_and_haemoglobin,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Red blood cells and haemoglobin,2,5865,502505,1.2%,10,30
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_red_blood_cells_and_haemoglobin,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Red blood cells and haemoglobin,all,479352,502505,95.4%,10,30
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_reticulocyte_measures,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Reticulocyte measures,0,469857,502505,93.5%,6,18
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_reticulocyte_measures,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Reticulocyte measures,1,19310,502505,3.8%,6,18
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_reticulocyte_measures,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Reticulocyte measures,2,5549,502505,1.1%,6,18
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_reticulocyte_measures,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Reticulocyte measures,all,471298,502505,93.8%,6,18
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_sex_hormone_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Sex hormone biomarkers,0,425846,502505,84.7%,3,6
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_sex_hormone_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Sex hormone biomarkers,1,16040,502505,3.2%,3,6
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_sex_hormone_biomarkers,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Sex hormone biomarkers,all,428174,502505,85.2%,3,6
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_urine_electrolytes_and_result_flags,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Urine electrolytes and result flags,0,483289,502505,96.2%,2,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_urine_electrolytes_and_result_flags,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Urine electrolytes and result flags,1,19304,502505,3.8%,2,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_urine_electrolytes_and_result_flags,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > Urine electrolytes and result flags,all,483975,502505,96.3%,2,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_white_blood_cells_and_differential,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > White blood cells and differential,0,478168,502505,95.2%,11,33
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_white_blood_cells_and_differential,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > White blood cells and differential,1,19411,502505,3.9%,11,33
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_white_blood_cells_and_differential,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > White blood cells and differential,2,5865,502505,1.2%,11,33
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_laboratory_biomarkers_clinical_lab_measurement_white_blood_cells_and_differential,Eye-kidney ukb42408 > Clinical laboratory biomarkers > Clinical lab measurement > White blood cells and differential,all,479347,502505,95.4%,11,33
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history,Eye-kidney ukb42408 > Clinical outcomes and disease history,0,501642,502505,99.8%,95,3259
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history,Eye-kidney ukb42408 > Clinical outcomes and disease history,1,20335,502505,4.0%,95,3259
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history,Eye-kidney ukb42408 > Clinical outcomes and disease history,2,47506,502505,9.5%,95,3259
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history,Eye-kidney ukb42408 > Clinical outcomes and disease history,3,3201,502505,0.6%,95,3259
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history,Eye-kidney ukb42408 > Clinical outcomes and disease history,all,501654,502505,99.8%,95,3259
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable,0,57688,502505,11.5%,9,29
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable,1,2290,502505,0.5%,9,29
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable,2,5476,502505,1.1%,9,29
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable,3,336,502505,0.1%,9,29
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable,all,59169,502505,11.8%,9,29
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_eye_disease_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Eye disease outcome fields,0,8700,502505,1.7%,4,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_eye_disease_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Eye disease outcome fields,1,2178,502505,0.4%,4,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_eye_disease_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Eye disease outcome fields,2,1289,502505,0.3%,4,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_eye_disease_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Eye disease outcome fields,3,71,502505,0.0%,4,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_eye_disease_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Eye disease outcome fields,all,10626,502505,2.1%,4,12
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_follow_up_censoring_time,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Follow-up / censoring time,0,1298,502505,0.3%,1,1
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_follow_up_censoring_time,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Follow-up / censoring time,all,1298,502505,0.3%,1,1
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_respiratory_disease_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Respiratory disease outcome fields,0,57688,502505,11.5%,1,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_respiratory_disease_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Respiratory disease outcome fields,1,2290,502505,0.5%,1,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_respiratory_disease_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Respiratory disease outcome fields,2,5476,502505,1.1%,1,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_respiratory_disease_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Respiratory disease outcome fields,3,336,502505,0.1%,1,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_respiratory_disease_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Respiratory disease outcome fields,all,59169,502505,11.8%,1,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_stroke_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Stroke outcome fields,0,7579,502505,1.5%,1,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_stroke_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Stroke outcome fields,1,353,502505,0.1%,1,4
hide_missing_note,eye_kidney_ukb42408,eye_kidney_ukb42408__eye_kidney_ukb42408_clinical_outcomes_and_disease_history_curated_local_variable_stroke_outcome_fields,Eye-kidney ukb42408 > Clinical outcomes and disease history > Curated local variable > Stroke outcome fields,2,738,502505,0.1%,1,4
